source,target
media_session_1096952104704180224,label_aggression_1096952104704180224
media_session_1096973775121068032,label_bullying_1096973775121068032
media_session_1096973775121068032,label_aggression_1096973775121068032
media_session_1097110443434311680,label_bullying_1097110443434311680
media_session_1097110443434311680,label_aggression_1097110443434311680
media_session_1097549752872361984,label_bullying_1097549752872361984
media_session_1097549752872361984,label_aggression_1097549752872361984
media_session_1097639562659913728,label_bullying_1097639562659913728
media_session_1097639562659913728,label_aggression_1097639562659913728
media_session_1097680912839221248,label_bullying_1097680912839221248
media_session_1097680912839221248,label_aggression_1097680912839221248
media_session_1097701474978656256,label_bullying_1097701474978656256
media_session_1097701474978656256,label_aggression_1097701474978656256
media_session_1098157924557172736,label_bullying_1098157924557172736
media_session_1098157924557172736,label_aggression_1098157924557172736
media_session_1098427247180034048,label_bullying_1098427247180034048
media_session_1098427247180034048,label_aggression_1098427247180034048
media_session_1098494225022345216,label_bullying_1098494225022345216
media_session_1098494225022345216,label_aggression_1098494225022345216
media_session_1099520439597858816,label_bullying_1099520439597858816
media_session_1099520439597858816,label_aggression_1099520439597858816
media_session_1099890043511795712,label_bullying_1099890043511795712
media_session_1099890043511795712,label_aggression_1099890043511795712
media_session_1100096249568595968,label_bullying_1100096249568595968
media_session_1100096249568595968,label_aggression_1100096249568595968
media_session_1100156714189541376,label_bullying_1100156714189541376
media_session_1100156714189541376,label_aggression_1100156714189541376
media_session_1100181285881724928,label_bullying_1100181285881724928
media_session_1100181285881724928,label_aggression_1100181285881724928
media_session_1100569866882150400,label_bullying_1100569866882150400
media_session_1100569866882150400,label_aggression_1100569866882150400
media_session_1100586565102940160,label_bullying_1100586565102940160
media_session_1100586565102940160,label_aggression_1100586565102940160
media_session_1100888664311242752,label_bullying_1100888664311242752
media_session_1100888664311242752,label_aggression_1100888664311242752
media_session_1100966706026872832,label_bullying_1100966706026872832
media_session_1100966706026872832,label_aggression_1100966706026872832
media_session_1101031922005622784,label_bullying_1101031922005622784
media_session_1101031922005622784,label_aggression_1101031922005622784
media_session_1101188683316801536,label_bullying_1101188683316801536
media_session_1101188683316801536,label_aggression_1101188683316801536
media_session_1101279017832968192,label_bullying_1101279017832968192
media_session_1101279017832968192,label_aggression_1101279017832968192
media_session_1101618694213509120,label_bullying_1101618694213509120
media_session_1101618694213509120,label_aggression_1101618694213509120
media_session_1101791523529703424,label_bullying_1101791523529703424
media_session_1101791523529703424,label_aggression_1101791523529703424
media_session_1101859498160779264,label_bullying_1101859498160779264
media_session_1101859498160779264,label_aggression_1101859498160779264
media_session_1102479930484260864,label_bullying_1102479930484260864
media_session_1102479930484260864,label_aggression_1102479930484260864
media_session_1102830270438404096,label_bullying_1102830270438404096
media_session_1102830270438404096,label_aggression_1102830270438404096
media_session_1102862880988413952,label_bullying_1102862880988413952
media_session_1102862880988413952,label_aggression_1102862880988413952
media_session_1103020491301625856,label_bullying_1103020491301625856
media_session_1103020491301625856,label_aggression_1103020491301625856
media_session_1103172170706006016,label_bullying_1103172170706006016
media_session_1103172170706006016,label_aggression_1103172170706006016
media_session_1104115343439302656,label_bullying_1104115343439302656
media_session_1104115343439302656,label_aggression_1104115343439302656
media_session_1104202583716896768,label_bullying_1104202583716896768
media_session_1104202583716896768,label_aggression_1104202583716896768
media_session_1104203476390772736,label_bullying_1104203476390772736
media_session_1104203476390772736,label_aggression_1104203476390772736
media_session_1104240194565337088,label_bullying_1104240194565337088
media_session_1104240194565337088,label_aggression_1104240194565337088
media_session_1104288379144994816,label_bullying_1104288379144994816
media_session_1104288379144994816,label_aggression_1104288379144994816
media_session_1104496862079217664,label_bullying_1104496862079217664
media_session_1104496862079217664,label_aggression_1104496862079217664
media_session_1104586493953241088,label_bullying_1104586493953241088
media_session_1104586493953241088,label_aggression_1104586493953241088
media_session_1104632605485494272,label_bullying_1104632605485494272
media_session_1104632605485494272,label_aggression_1104632605485494272
media_session_1105231090496466944,label_bullying_1105231090496466944
media_session_1105231090496466944,label_aggression_1105231090496466944
media_session_1105234550293950464,label_bullying_1105234550293950464
media_session_1105234550293950464,label_aggression_1105234550293950464
media_session_1105272517608042496,label_bullying_1105272517608042496
media_session_1105272517608042496,label_aggression_1105272517608042496
media_session_1105383009349226496,label_bullying_1105383009349226496
media_session_1105383009349226496,label_aggression_1105383009349226496
media_session_1105583807069085696,label_bullying_1105583807069085696
media_session_1105583807069085696,label_aggression_1105583807069085696
media_session_1105729114431725568,label_bullying_1105729114431725568
media_session_1105729114431725568,label_aggression_1105729114431725568
media_session_1105729411736543232,label_bullying_1105729411736543232
media_session_1105729411736543232,label_aggression_1105729411736543232
media_session_1105744359686639616,label_bullying_1105744359686639616
media_session_1105744359686639616,label_aggression_1105744359686639616
media_session_1105782383447314432,label_bullying_1105782383447314432
media_session_1105782383447314432,label_aggression_1105782383447314432
media_session_1105920604990816256,label_bullying_1105920604990816256
media_session_1105920604990816256,label_aggression_1105920604990816256
media_session_1106382301555765248,label_bullying_1106382301555765248
media_session_1106382301555765248,label_aggression_1106382301555765248
media_session_1106404139707133952,label_bullying_1106404139707133952
media_session_1106404139707133952,label_aggression_1106404139707133952
media_session_1106472773192384512,label_bullying_1106472773192384512
media_session_1106472773192384512,label_aggression_1106472773192384512
media_session_1106623252002156544,label_bullying_1106623252002156544
media_session_1106623252002156544,label_aggression_1106623252002156544
media_session_1106737307656036352,label_bullying_1106737307656036352
media_session_1106737307656036352,label_aggression_1106737307656036352
